firstname,lastname,email,Year,picture,Attendance
Isa,Nickola,Isa.Nickola@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Katleen,Winnick,Katleen.Winnick@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Linet,Japeth,Linet.Japeth@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Sonni,Taima,Sonni.Taima@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Margette,Posner,Margette.Posner@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Hollie,Boehike,Hollie.Boehike@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Ekaterina,Phyllis,Ekaterina.Phyllis@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Vonny,Vivle,Vonny.Vivle@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Winny,Arne,Winny.Arne@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ida,Erich,Ida.Erich@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Blake,Glovsky,Blake.Glovsky@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Lisette,Lanita,Lisette.Lanita@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Mureil,Bigner,Mureil.Bigner@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Melanie,Jacqui,Melanie.Jacqui@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Gwenneth,Sisile,Gwenneth.Sisile@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Maye,Fleeta,Maye.Fleeta@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Adore,Toor,Adore.Toor@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Hannis,Peg,Hannis.Peg@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Gui,Laverne,Gui.Laverne@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Cordi,Radu,Cordi.Radu@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Marylou,Grosz,Marylou.Grosz@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Aubrie,Wareing,Aubrie.Wareing@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Nonnah,Shelba,Nonnah.Shelba@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Nataline,Daveta,Nataline.Daveta@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Daphne,Gemini,Daphne.Gemini@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Gabi,Gaal,Gabi.Gaal@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Jackie,Pearse,Jackie.Pearse@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Sarette,Gamaliel,Sarette.Gamaliel@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Olivette,Secrest,Olivette.Secrest@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Mady,Garlinda,Mady.Garlinda@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Zsa Zsa,Meli,Zsa Zsa.Meli@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Celisse,Erich,Celisse.Erich@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Allis,Payson,Allis.Payson@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ninnetta,Claudine,Ninnetta.Claudine@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ira,Vastah,Ira.Vastah@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Charlena,McCutcheon,Charlena.McCutcheon@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Raquela,Madaih,Raquela.Madaih@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Gisela,Seumas,Gisela.Seumas@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Margette,Bari,Margette.Bari@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Tori,Nahum,Tori.Nahum@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Rebeca,Eben,Rebeca.Eben@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Tabbatha,Liva,Tabbatha.Liva@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Odessa,Dearborn,Odessa.Dearborn@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Coral,Morehouse,Coral.Morehouse@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Paule,Raffo,Paule.Raffo@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ernesta,Drisko,Ernesta.Drisko@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Alisha,Grosz,Alisha.Grosz@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Mellicent,Saint,Mellicent.Saint@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Louella,Maisey,Louella.Maisey@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Desirae,Poppy,Desirae.Poppy@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Kaja,Ackerley,Kaja.Ackerley@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Elie,Malina,Elie.Malina@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Robinia,Cookie,Robinia.Cookie@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Perry,Anderea,Perry.Anderea@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Ursulina,Cath,Ursulina.Cath@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Keelia,Gaal,Keelia.Gaal@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Lily,Masao,Lily.Masao@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Gabriellia,Reinke,Gabriellia.Reinke@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Odessa,Couture,Odessa.Couture@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Margarette,Moseley,Margarette.Moseley@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Zia,Byrne,Zia.Byrne@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Lizzie,Longfellow,Lizzie.Longfellow@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Keelia,Decato,Keelia.Decato@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Winny,Agle,Winny.Agle@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Annecorinne,Bashemeth,Annecorinne.Bashemeth@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Georgetta,Estella,Georgetta.Estella@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Madelle,Maribeth,Madelle.Maribeth@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Wilma,Ashely,Wilma.Ashely@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Bee,Sandye,Bee.Sandye@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Kirbee,Greenwald,Kirbee.Greenwald@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Joane,Stelle,Joane.Stelle@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Rosabelle,Wadell,Rosabelle.Wadell@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Arabel,Ferrell,Arabel.Ferrell@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Veda,Sothena,Veda.Sothena@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Arlina,Poll,Arlina.Poll@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Beth,Harriman,Beth.Harriman@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ericka,Skurnik,Ericka.Skurnik@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Fanchon,Knowling,Fanchon.Knowling@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Cherrita,Sacken,Cherrita.Sacken@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Coral,Meli,Coral.Meli@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Devina,Izaak,Devina.Izaak@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Tobe,Johanna,Tobe.Johanna@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Paule,Whittaker,Paule.Whittaker@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Ardenia,Arquit,Ardenia.Arquit@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Cordi,Bonilla,Cordi.Bonilla@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Delilah,Woodberry,Delilah.Woodberry@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Althea,Felizio,Althea.Felizio@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Almeta,Japeth,Almeta.Japeth@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Cassondra,Diogenes,Cassondra.Diogenes@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Linet,Gordon,Linet.Gordon@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Clarice,Billye,Clarice.Billye@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Henriette,Kat,Henriette.Kat@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Mahalia,Claudine,Mahalia.Claudine@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Elena,Roxanna,Elena.Roxanna@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Marline,Macey,Marline.Macey@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Verla,Gino,Verla.Gino@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Luci,Fleeta,Luci.Fleeta@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Carilyn,Bates,Carilyn.Bates@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ileana,Therine,Ileana.Therine@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Charmaine,Iphlgenia,Charmaine.Iphlgenia@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Jolyn,Zenas,Jolyn.Zenas@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Bernie,Suanne,Bernie.Suanne@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Dorice,Tremayne,Dorice.Tremayne@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Brandise,Ashely,Brandise.Ashely@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Fred,Japeth,Fred.Japeth@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Selia,Faria,Selia.Faria@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Anestassia,Yoko,Anestassia.Yoko@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Maryellen,Nester,Maryellen.Nester@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Gaylene,Radu,Gaylene.Radu@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Tobe,Hutchison,Tobe.Hutchison@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Misha,Fax,Misha.Fax@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Agathe,Smitt,Agathe.Smitt@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Viviene,Carlson,Viviene.Carlson@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Vita,Toni,Vita.Toni@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Vanessa,Fink,Vanessa.Fink@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Yolane,Nore,Yolane.Nore@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Joane,Lytton,Joane.Lytton@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Odessa,Fiester,Odessa.Fiester@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Calla,Creamer,Calla.Creamer@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Augustine,Jethro,Augustine.Jethro@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Nicoli,Willie,Nicoli.Willie@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Marika,Himelman,Marika.Himelman@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Gloria,Durante,Gloria.Durante@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Ezmeralda,Shelba,Ezmeralda.Shelba@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Dale,Carey,Dale.Carey@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Adelle,Kellby,Adelle.Kellby@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Isa,Sparhawk,Isa.Sparhawk@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Nananne,Obed,Nananne.Obed@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Madelle,Cookie,Madelle.Cookie@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Rebeca,Khorma,Rebeca.Khorma@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Corry,Screens,Corry.Screens@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Minda,Mehalek,Minda.Mehalek@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Atlanta,Alarise,Atlanta.Alarise@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Melodie,Pozzy,Melodie.Pozzy@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Sandie,Catie,Sandie.Catie@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Fredericka,Borrell,Fredericka.Borrell@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Alyssa,Wenoa,Alyssa.Wenoa@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Minne,Whiffen,Minne.Whiffen@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Sara-Ann,Eiser,Sara-Ann.Eiser@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Henriette,Wu,Henriette.Wu@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Gerrie,Dannye,Gerrie.Dannye@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Albertina,Trey,Albertina.Trey@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Gabi,Demitria,Gabi.Demitria@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Ilse,Rooney,Ilse.Rooney@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Elka,Jess,Elka.Jess@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Dorothy,Kravits,Dorothy.Kravits@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Ashlee,Eiser,Ashlee.Eiser@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Cathie,Jacinda,Cathie.Jacinda@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Janenna,Giff,Janenna.Giff@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Sindee,Revkah,Sindee.Revkah@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Constance,Mendez,Constance.Mendez@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Quintina,Phyllis,Quintina.Phyllis@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Mellicent,Chesna,Mellicent.Chesna@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Joleen,Franza,Joleen.Franza@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Candy,Podvin,Candy.Podvin@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Mureil,Albertine,Mureil.Albertine@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Lucille,Nikaniki,Lucille.Nikaniki@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Hollie,Percy,Hollie.Percy@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Annaliese,Camden,Annaliese.Camden@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Melodie,Hylan,Melodie.Hylan@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Audrie,Sothena,Audrie.Sothena@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Maurene,Anestassia,Maurene.Anestassia@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Riannon,Maisey,Riannon.Maisey@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Ruthe,Pacorro,Ruthe.Pacorro@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Meghann,Land,Meghann.Land@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Jerry,Roxanna,Jerry.Roxanna@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Annabela,Joachim,Annabela.Joachim@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Fawne,Seagraves,Fawne.Seagraves@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Odessa,Adamsen,Odessa.Adamsen@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Jan,Braun,Jan.Braun@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Johna,Jacqui,Johna.Jacqui@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Cherrita,Daniele,Cherrita.Daniele@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Netty,Horan,Netty.Horan@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Trudie,Diogenes,Trudie.Diogenes@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Isa,Sallyann,Isa.Sallyann@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Pierette,Waite,Pierette.Waite@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Roz,Ventre,Roz.Ventre@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Darlleen,Eldrid,Darlleen.Eldrid@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Frances,Kolnick,Frances.Kolnick@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Laurene,Nahum,Laurene.Nahum@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Cam,Sheedy,Cam.Sheedy@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Dorice,Garek,Dorice.Garek@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Catharine,Boehike,Catharine.Boehike@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Eugine,Ciapas,Eugine.Ciapas@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Olivette,Nore,Olivette.Nore@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Sheelagh,Kendrick,Sheelagh.Kendrick@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Inga,Sekofski,Inga.Sekofski@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Jackie,Dermott,Jackie.Dermott@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Collen,Haymes,Collen.Haymes@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Elora,Reneta,Elora.Reneta@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Krystle,Bakerman,Krystle.Bakerman@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
Consuela,Nicoline,Consuela.Nicoline@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Not aproved
Augustine,Nelsen,Augustine.Nelsen@FauxMail.com,Fourth Year,PlaceholderStudentImage.png,Approved
